"","skid","celltype","cilia","avg_cil_length","avg_cil_pocket_depth","centrioles","mitochondria","incoming_syn","outgoing_syn","polyadicity","upstream_celltypes","downstream_celltypes"
"1",4018714,"balancer",1,NA,NA,NA,7,2,0,NA,"SSN",""
"2",4018718,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"3",4018412,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"4",4018395,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"5",4018378,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"6",4018371,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"7",4018485,"balancer",1,NA,NA,NA,NA,1,0,NA,"",""
"8",4018740,"biciliated",2,3125.5,0,NA,6,0,0,NA,"",""
"9",4018775,"plumose",3,2775.66666666667,0,0,NA,0,0,NA,"",""
"10",4018362,"biciliated",2,3732,0,0,7,2,0,NA,"SSN",""
"11",4019221,"SSN",0,NA,NA,NA,249,52,164,1.64024390243902,"SSN, bridge","SSN, nonciliated, monociliated, epithelial_floor, dense_vesicle, Cgroove, bridge, biciliated, balancer"
"12",4018450,"monociliated",1,2806,0,NA,NA,2,0,NA,"SSN",""
"13",4018477,"monociliated",1,3111,0,NA,6,1,0,NA,"SSN",""
"14",4018677,"nonciliated",0,NA,NA,NA,7,2,0,NA,"SSN",""
"15",4018681,"bridge",0,NA,NA,0,22,9,6,1,"SSN","SSN"
"16",4018699,"intra-multi-ciliated",21,8643.18181818182,8478.04545454545,NA,18,0,0,NA,"",""
"17",4018707,"monociliated",1,2105,0,NA,NA,2,0,NA,"SSN",""
"18",4018713,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"19",4018290,"plumose",2,2542.5,0,1,8,0,0,NA,"",""
"20",4018303,"biciliated",2,2033.5,0,0,NA,0,0,NA,"",""
"21",4018319,"monociliated",1,2703,0,NA,NA,0,0,NA,"",""
"22",4018342,"lamellate",20,4570.7,4479.6,NA,NA,0,0,NA,"",""
"23",4018351,"lamellate",23,4531.4347826087,4467.91304347826,NA,28,0,0,NA,"",""
"24",4018358,"large_granular_cell",0,NA,NA,NA,6,0,0,NA,"",""
"25",4018377,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"26",4018385,"monociliated",1,4538,0,NA,NA,3,0,NA,"SSN",""
"27",4018393,"monociliated",1,2590,0,NA,NA,0,0,NA,"",""
"28",4018400,"balancer",1,NA,NA,NA,8,1,0,NA,"SSN",""
"29",4018402,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"30",4018405,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"31",4018411,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"32",4018414,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"33",4018417,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"34",4018419,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"35",4018447,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"36",4018458,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"37",4018461,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"38",4018469,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"39",4018474,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"40",4018475,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"41",4018478,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"42",4018488,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"43",4018495,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"44",4018505,"balancer",1,11418,0,NA,NA,1,0,NA,"SSN",""
"45",4018509,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"46",4018513,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"47",4018520,"balancer",1,NA,NA,NA,NA,3,0,NA,"SSN",""
"48",4018522,"balancer",1,NA,NA,NA,NA,4,0,NA,"SSN",""
"49",4018527,"balancer",1,NA,NA,NA,NA,4,0,NA,"SSN",""
"50",4018533,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"51",4018534,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"52",4018547,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"53",4018568,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"54",4018571,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"55",4018574,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"56",4018594,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"57",4018604,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"58",4018621,"intra-multi-ciliated",16,3954.25,3766.8125,NA,NA,0,0,NA,"",""
"59",4018627,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"60",4018634,"monociliated",1,1581,0,NA,NA,0,0,NA,"",""
"61",4018640,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"62",4018682,"bridge",0,NA,NA,0,20,7,5,1.4,"SSN","SSN"
"63",4018689,"bridge",0,NA,NA,0,11,2,2,2.5,"SSN","SSN, bridge"
"64",4018691,"bridge",0,NA,NA,0,11,2,3,2,"SSN","SSN, monociliated, bridge"
"65",4018695,"bridge",0,NA,NA,0,14,3,5,1,"SSN, bridge","SSN, bridge"
"66",4018708,"bridge",0,NA,NA,2,8,2,1,2,"SSN, bridge","SSN, bridge"
"67",4018284,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"68",4018295,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"69",4018320,"balancer",1,NA,NA,NA,NA,3,0,NA,"SSN",""
"70",4018322,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"71",4018340,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"72",4018349,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"73",4018354,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"74",4018386,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"75",4018389,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"76",4018401,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"77",4018409,"balancer",2,NA,NA,NA,NA,2,0,NA,"SSN",""
"78",4018415,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"79",4018459,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"80",4018464,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"81",4018470,"balancer",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"82",4018476,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"83",4018489,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"84",4018498,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"85",4018506,"balancer",1,NA,NA,NA,NA,1,0,NA,"",""
"86",4018518,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"87",4018556,"balancer",0,NA,NA,NA,NA,0,0,NA,"",""
"88",4018573,"balancer",1,9441,0,NA,3,1,0,NA,"SSN",""
"89",4018576,"balancer",1,9660,0,NA,NA,1,0,NA,"SSN",""
"90",4018602,"balancer",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"91",4018606,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"92",4018611,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"93",4018614,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"94",4018617,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"95",4018623,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"96",4018629,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"97",4018636,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"98",4018671,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"99",4018675,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"100",4018678,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"101",4018690,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"102",4018696,"balancer",2,NA,NA,NA,NA,0,0,NA,"",""
"103",4018702,"balancer",1,NA,NA,NA,NA,1,0,NA,"",""
"104",4018709,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"105",4018715,"balancer",1,9755,0,NA,NA,1,0,NA,"SSN",""
"106",4018719,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"107",4018330,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"108",4018345,"balancer",1,10005,0,NA,NA,2,0,NA,"SSN",""
"109",4018350,"balancer",1,NA,NA,NA,NA,1,0,NA,"",""
"110",4018387,"balancer",1,NA,NA,NA,NA,1,0,NA,"",""
"111",4018390,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"112",4018398,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"113",4018413,"balancer",1,NA,NA,NA,NA,1,0,NA,"",""
"114",4018486,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"115",4018511,"balancer",1,NA,NA,NA,NA,4,0,NA,"",""
"116",4018523,"balancer",2,9398,0,NA,NA,1,0,NA,"SSN",""
"117",4018374,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"118",4018403,"balancer",1,NA,NA,NA,5,1,0,NA,"SSN",""
"119",4018410,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"120",4018521,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"121",4018528,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"122",4018624,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"123",4018631,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"124",4018638,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"125",4018655,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"126",4018672,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"127",4018692,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"128",4018704,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"129",4018710,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"130",4018716,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"131",4018720,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"132",4018391,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"133",4018465,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"134",4018524,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"135",4018529,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"136",4018625,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"137",4018697,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"138",4018705,"balancer",1,NA,NA,NA,NA,4,0,NA,"SSN",""
"139",4018711,"balancer",1,NA,NA,NA,NA,2,0,NA,"SSN",""
"140",4018721,"balancer",0,NA,NA,NA,NA,4,0,NA,"SSN, bridge",""
"141",4018404,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"142",4018466,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"143",4018615,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"144",4018626,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"145",4018632,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"146",4018656,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"147",4018280,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"148",4018281,"balancer",0,NA,NA,NA,NA,0,0,NA,"",""
"149",4018282,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"150",4018497,"monociliated",1,2649,0,NA,NA,3,0,NA,"SSN",""
"151",4018499,"monociliated",1,3528,0,1,5,1,0,NA,"SSN",""
"152",4018507,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"153",4018508,"balancer",0,NA,NA,2,NA,0,0,NA,"",""
"154",4018510,"balancer",0,NA,NA,2,NA,0,0,NA,"",""
"155",4018512,"bridge",0,NA,NA,2,7,4,0,NA,"SSN",""
"156",4018515,"intra-multi-ciliated",21,7498.57142857143,7430.85714285714,NA,NA,0,0,NA,"",""
"157",4018516,"intra-multi-ciliated",24,4902.91666666667,4560.625,NA,NA,0,0,NA,"",""
"158",4018531,"intra-multi-ciliated",30,7327.03225806452,7052.77419354839,NA,NA,0,0,NA,"",""
"159",4018535,"intra-multi-ciliated",18,7805.55555555556,7678.27777777778,NA,17,1,0,NA,"biciliated",""
"160",4018544,"lamellate",18,4327.66666666667,4275.22222222222,0,12,0,0,NA,"",""
"161",4018558,"intra-multi-ciliated",26,8463.26923076923,8393.30769230769,NA,NA,0,0,NA,"",""
"162",4018562,"lamellate",18,4125.16666666667,3987.27777777778,2,NA,0,0,NA,"",""
"163",4018579,"intra-multi-ciliated",15,6069.07142857143,5697.07142857143,NA,14,0,0,NA,"",""
"164",4018581,"lamellate",11,2993.72727272727,2842.72727272727,3,NA,0,0,NA,"",""
"165",4018582,"intra-multi-ciliated",28,8067.64285714286,8011.82142857143,1,NA,0,0,NA,"",""
"166",4018584,"intra-multi-ciliated",14,7717.42857142857,7655.28571428571,NA,NA,0,0,NA,"",""
"167",4018585,"lamellate",2,7612.5,2726.5,8,NA,0,0,NA,"",""
"168",4018587,"large_granular_cell",0,NA,NA,NA,4,0,0,NA,"",""
"169",4018589,NA,3,1176.66666666667,0,0,NA,0,0,NA,"",""
"170",4018591,"biciliated",2,1775.5,0,NA,NA,0,0,NA,"",""
"171",4018595,"monociliated",1,NA,NA,NA,NA,0,0,NA,"",""
"172",4018597,"biciliated",2,910,0,NA,NA,0,0,NA,"",""
"173",4018598,"biciliated",2,1694.5,0,NA,NA,0,0,NA,"",""
"174",4018600,"multiciliated",3,1254.33333333333,0,2,4,0,0,NA,"",""
"175",4018642,NA,8,2401.375,0,0,NA,0,0,NA,"",""
"176",4018693,"nonciliated",0,NA,NA,1,NA,8,0,NA,"SSN",""
"177",4018717,"monociliated",1,3841,0,NA,NA,8,0,NA,"SSN",""
"178",4018727,NA,0,NA,NA,0,NA,2,0,NA,"SSN",""
"179",4018741,"monociliated",1,2755,0,NA,NA,3,0,NA,"SSN",""
"180",4018757,"monociliated",1,2428,0,NA,NA,0,0,NA,"",""
"181",4018776,"nonciliated",0,NA,NA,NA,NA,4,0,NA,"SSN",""
"182",4018792,"monociliated",1,2139,0,NA,NA,0,0,NA,"",""
"183",4018809,"monociliated",1,5653,0,NA,NA,2,0,NA,"SSN",""
"184",4018293,"monociliated",1,4371,0,NA,NA,4,0,NA,"SSN",""
"185",4018298,"monociliated",1,2669,0,NA,NA,2,0,NA,"SSN",""
"186",4018304,"monociliated",1,2989,0,NA,NA,0,0,NA,"",""
"187",4018313,NA,0,NA,NA,1,NA,2,0,NA,"SSN",""
"188",4018318,"monociliated",1,2546,0,NA,NA,0,0,NA,"",""
"189",4018325,"monociliated",1,2444,0,NA,NA,0,0,NA,"",""
"190",4018338,"monociliated",1,2616,0,NA,NA,0,0,NA,"",""
"191",4018346,"monociliated",0,NA,NA,NA,NA,5,0,NA,"SSN",""
"192",4018347,"nonciliated",0,NA,NA,2,NA,3,0,NA,"SSN",""
"193",4018355,"monociliated",1,4138,0,NA,NA,1,0,NA,"",""
"194",4018375,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"195",4018382,"monociliated",1,3491,0,NA,NA,5,0,NA,"SSN",""
"196",4018397,"monociliated",1,1643,0,NA,NA,4,0,NA,"SSN",""
"197",4018418,"monociliated",1,3918,0,NA,NA,1,0,NA,"SSN",""
"198",4018420,"biciliated",2,3157.5,0,NA,9,1,0,NA,"SSN",""
"199",4018421,"monociliated",1,3219,0,NA,NA,0,0,NA,"",""
"200",4018423,"monociliated",1,4457,0,NA,NA,2,0,NA,"SSN",""
"201",4018428,"biciliated",2,1521,0,NA,NA,0,0,NA,"",""
"202",4018430,"monociliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"203",4018494,"monociliated",1,2525,0,NA,NA,0,0,NA,"",""
"204",4018519,"monociliated",1,2387,0,NA,NA,0,0,NA,"",""
"205",4018546,"monociliated",1,2633,0,NA,NA,1,0,NA,"SSN",""
"206",4018550,"monociliated",1,3814,0,NA,NA,1,0,NA,"SSN",""
"207",4018553,"monociliated",1,3948,0,NA,NA,3,0,NA,"SSN",""
"208",4018565,"monociliated",1,3701,0,NA,NA,0,0,NA,"",""
"209",4018570,"monociliated",1,2710,0,NA,NA,0,0,NA,"",""
"210",4018603,"monociliated",1,3314,0,NA,NA,0,0,NA,"",""
"211",4018622,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"212",4018635,"monociliated",1,4287,0,NA,NA,0,0,NA,"",""
"213",4018650,"monociliated",1,2426,0,NA,NA,1,0,NA,"SSN",""
"214",4018663,"monociliated",1,2791,0,NA,NA,1,0,NA,"SSN",""
"215",4018686,"monociliated",1,7387,0,NA,NA,3,0,NA,"SSN",""
"216",4018701,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"217",4018722,"monociliated",1,1888,0,NA,NA,1,0,NA,"SSN",""
"218",4018729,"monociliated",1,1987,0,NA,NA,0,0,NA,"",""
"219",4018742,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"220",4018758,"monociliated",1,2712,0,NA,NA,1,0,NA,"SSN",""
"221",4018777,"nonciliated",0,NA,NA,NA,NA,5,0,NA,"SSN",""
"222",4018793,"nonciliated",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"223",4018810,"monociliated",1,1807,0,NA,NA,1,0,NA,"SSN",""
"224",4018288,"biciliated",2,2448.5,0,NA,NA,0,0,NA,"",""
"225",4018305,"monociliated",1,3131,0,NA,NA,3,0,NA,"SSN",""
"226",4018314,"monociliated",1,3418,0,NA,NA,1,0,NA,"SSN",""
"227",4018399,"monociliated",1,2153,0,NA,NA,2,0,NA,"SSN",""
"228",4018429,"monociliated",1,7539,0,NA,NA,4,0,NA,"SSN",""
"229",4018569,"monociliated",1,2741,0,NA,NA,2,0,NA,"SSN",""
"230",4018628,"monociliated",1,1065,0,NA,NA,1,0,NA,"SSN",""
"231",4018637,"monociliated",1,1592,0,NA,NA,0,0,NA,"",""
"232",4018654,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"233",4018723,"nonciliated",0,NA,NA,NA,NA,6,0,NA,"SSN",""
"234",4018730,"nonciliated",0,NA,NA,1,NA,2,0,NA,"SSN",""
"235",4018759,"monociliated",1,4265,0,NA,NA,5,0,NA,"SSN",""
"236",4018779,"monociliated",1,2528,0,NA,NA,3,0,NA,"SSN",""
"237",4018794,"monociliated",1,2785,0,NA,NA,3,0,NA,"SSN",""
"238",4018306,"monociliated",1,7823,0,NA,NA,4,0,NA,"SSN",""
"239",4018315,"nonciliated",0,NA,NA,NA,NA,5,0,NA,"SSN",""
"240",4018334,"nonciliated",0,NA,NA,NA,NA,7,0,NA,"SSN",""
"241",4018372,"balancer",1,NA,NA,NA,NA,5,0,NA,"SSN",""
"242",4018431,"nonciliated",0,NA,NA,NA,NA,5,0,NA,"SSN",""
"243",4018630,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"244",4018683,"monociliated",1,851,0,NA,NA,0,0,NA,"",""
"245",4018744,"monociliated",1,371,0,1,NA,3,0,NA,"SSN",""
"246",4018761,"nonciliated",0,NA,NA,NA,NA,4,0,NA,"SSN",""
"247",4018780,"nonciliated",0,NA,NA,NA,13,4,0,NA,"SSN",""
"248",4018812,"monociliated",1,2951,0,NA,NA,1,0,NA,"SSN",""
"249",4018307,"nonciliated",0,NA,NA,NA,NA,4,0,NA,"SSN",""
"250",4018316,"nonciliated",0,NA,NA,NA,NA,6,0,NA,"SSN",""
"251",4018373,"nonciliated",0,NA,NA,NA,NA,4,0,NA,"SSN",""
"252",4018639,"nonciliated",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"253",4018731,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"254",4018746,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"255",4018762,"nonciliated",0,NA,NA,NA,NA,4,0,NA,"SSN",""
"256",4018781,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"257",4018796,"biciliated",2,1844,0,NA,7,0,0,NA,"",""
"258",4018813,"monociliated",1,5025,0,NA,NA,0,0,NA,"",""
"259",4018308,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"260",4018317,"nonciliated",0,NA,NA,NA,NA,5,0,NA,"SSN",""
"261",4018703,"nonciliated",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"262",4018764,"dense_vesicle",0,NA,NA,0,4,0,0,NA,"",""
"263",4018798,"nonciliated",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"264",4018815,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"265",4018309,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"266",4018732,"nonciliated",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"267",4018748,"nonciliated",0,NA,NA,NA,NA,4,0,NA,"SSN",""
"268",4018765,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"269",4018782,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"270",4018799,"monociliated",1,1049,0,NA,NA,7,0,NA,"SSN, bridge",""
"271",4018816,NA,0,NA,NA,15,NA,0,0,NA,"",""
"272",4018310,"nonciliated",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"273",4018733,"dense_vesicle",0,NA,NA,2,NA,0,0,NA,"",""
"274",4018749,"monociliated",1,2800,0,NA,NA,1,0,NA,"SSN",""
"275",4018766,NA,3,3416,982.666666666667,10,NA,0,0,NA,"",""
"276",4018783,"monociliated",1,2989,0,NA,NA,2,0,NA,"SSN",""
"277",4018800,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"278",4018818,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"279",4018311,"biciliated",2,2511,0,NA,NA,2,0,NA,"SSN",""
"280",4018750,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"",""
"281",4018784,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"282",4018801,"nonciliated",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"283",4018819,"dense_vesicle",0,NA,NA,2,NA,5,0,NA,"SSN",""
"284",4018312,"dense_vesicle",0,NA,NA,2,NA,0,0,NA,"",""
"285",4018751,"nonciliated",0,NA,NA,NA,NA,1,0,NA,"SSN",""
"286",4018768,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"287",4018785,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"288",4018803,"dense_vesicle",0,NA,NA,2,NA,2,0,NA,"SSN",""
"289",4018821,"nonciliated",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"290",4018735,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"291",4018752,"dense_vesicle",0,NA,NA,3,NA,3,0,NA,"SSN",""
"292",4018770,"bridge",0,NA,NA,NA,NA,7,3,1,"SSN","SSN"
"293",4018786,"bridge",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"294",4018804,"bridge",0,NA,NA,NA,5,3,1,1,"SSN","SSN"
"295",4018822,"monociliated",1,4390,0,NA,NA,2,0,NA,"SSN",""
"296",4018753,"nonciliated",1,4428,0,NA,NA,3,0,NA,"SSN",""
"297",4018771,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"298",4018787,"dense_vesicle",0,NA,NA,NA,NA,0,0,NA,"",""
"299",4018806,"dense_vesicle",0,NA,NA,2,NA,0,0,NA,"",""
"300",4018823,"dense_vesicle",0,NA,NA,4,NA,0,0,NA,"",""
"301",4018736,"dense_vesicle",0,NA,NA,6,NA,0,0,NA,"",""
"302",4018754,"dense_vesicle",0,NA,NA,4,NA,0,0,NA,"",""
"303",4018772,"dense_vesicle",0,NA,NA,5,NA,0,0,NA,"",""
"304",4018788,NA,2,4495,0,11,NA,0,0,NA,"",""
"305",4018807,"dense_vesicle",0,NA,NA,5,4,1,0,NA,"",""
"306",4018824,"dense_vesicle",0,NA,NA,2,5,0,0,NA,"",""
"307",4018737,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"308",4018789,"balancer",1,NA,NA,NA,NA,0,0,NA,"",""
"309",4018825,"epithelial_floor",0,NA,NA,NA,3,0,0,NA,"",""
"310",4018738,"epithelial_floor",0,NA,NA,NA,NA,0,0,NA,"",""
"311",4018755,"bridge",0,NA,NA,NA,NA,3,0,NA,"SSN",""
"312",4018773,"bridge",0,NA,NA,2,NA,3,0,NA,"SSN",""
"313",4018790,"bridge",0,NA,NA,NA,NA,0,0,NA,"",""
"314",4018808,"epithelial_floor",0,NA,NA,NA,NA,0,0,NA,"",""
"315",4018826,"dense_vesicle",0,NA,NA,2,NA,0,0,NA,"",""
"316",4018739,"dense_vesicle",0,NA,NA,4,NA,0,0,NA,"",""
"317",4018756,"dense_vesicle",0,NA,NA,6,NA,0,0,NA,"",""
"318",4018774,"monociliated",1,948,0,NA,NA,0,0,NA,"",""
"319",4018791,"monociliated",1,1529,0,NA,NA,0,0,NA,"",""
"320",4018827,"multiciliated",3,1120,0,4,NA,0,0,NA,"",""
"321",4018424,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"322",4018427,"nonciliated",0,NA,NA,0,NA,2,0,NA,"SSN",""
"323",4018434,"monociliated",1,2754,0,NA,NA,3,0,NA,"SSN",""
"324",4018439,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"325",4018445,NA,0,NA,NA,15,6,0,0,NA,"",""
"326",4018452,"nonciliated",0,NA,NA,2,NA,1,0,NA,"SSN",""
"327",4018453,"monociliated",1,6837,0,NA,NA,7,0,NA,"SSN",""
"328",4018673,"dome",8,NA,NA,NA,NA,0,0,NA,"",""
"329",4018456,"nonciliated",0,NA,NA,NA,NA,2,0,NA,"SSN",""
"330",4018460,"monociliated",1,3651,0,NA,NA,2,0,NA,"SSN",""
"331",4018468,"bridge",0,NA,NA,NA,NA,5,0,NA,"SSN, bridge",""
"332",4018471,"nonciliated",0,NA,NA,2,NA,1,0,NA,"SSN",""
"333",4018473,"monociliated",1,1359,0,NA,NA,0,0,NA,"",""
"334",4018479,NA,0,NA,NA,20,NA,0,0,NA,"",""
"335",4018490,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"336",4018496,"balancer",1,NA,NA,NA,NA,1,0,NA,"SSN",""
"337",4018517,"nonciliated",0,NA,NA,NA,9,5,0,NA,"SSN",""
"338",4018525,"monociliated",1,863,0,NA,NA,0,0,NA,"",""
"339",4018532,"monociliated",1,2865,0,NA,NA,3,0,NA,"SSN",""
"340",4018536,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"341",4018540,"bridge",0,NA,NA,0,20,12,8,1,"SSN, bridge","SSN, bridge"
"342",4018545,NA,0,NA,NA,17,NA,1,0,NA,"biciliated",""
"343",4018549,"nonciliated",0,NA,NA,NA,NA,0,0,NA,"",""
"344",4018552,"nonciliated",0,NA,NA,NA,NA,4,0,NA,"SSN",""
"345",4018554,"monociliated",1,1876,0,0,11,0,0,NA,"",""
"346",4018557,"biciliated",2,1490,0,NA,NA,0,0,NA,"",""
"347",4018563,"dome",0,NA,NA,NA,5,0,0,NA,"",""
"348",4018566,"dome",0,NA,NA,NA,5,0,0,NA,"",""
"349",4018572,"dome",0,NA,NA,NA,NA,0,0,NA,"",""
